MEM 0.625000 1684499996.7799
MEM 36.382812 1684499996.8801
MEM 68.062500 1684499996.9803
MEM 117.539062 1684499997.0804
MEM 165.652344 1684499997.1806
MEM 216.507812 1684499997.2808
MEM 238.507812 1684499997.3810
MEM 239.257812 1684499997.4811
MEM 239.257812 1684499997.5813
MEM 239.257812 1684499997.6814
MEM 239.257812 1684499997.7815
MEM 239.257812 1684499997.8816
MEM 239.257812 1684499997.9818
MEM 239.257812 1684499998.0820
MEM 239.257812 1684499998.1822
MEM 239.257812 1684499998.2823
MEM 265.167969 1684499998.3824
MEM 265.167969 1684499998.4826
MEM 265.167969 1684499998.5827
MEM 265.167969 1684499998.6828
MEM 265.167969 1684499998.7829
MEM 265.167969 1684499998.8830
MEM 265.167969 1684499998.9832
MEM 265.167969 1684499999.0833
MEM 265.167969 1684499999.1834
MEM 265.167969 1684499999.2835
MEM 265.167969 1684499999.3836
MEM 265.167969 1684499999.4838
MEM 265.167969 1684499999.5839
MEM 265.167969 1684499999.6840
MEM 265.167969 1684499999.7841
MEM 265.167969 1684499999.8842
MEM 265.167969 1684499999.9843
MEM 265.167969 1684500000.0844
MEM 265.167969 1684500000.1845
MEM 265.167969 1684500000.2846
MEM 265.167969 1684500000.3847
MEM 265.167969 1684500000.4848
MEM 265.167969 1684500000.5850
MEM 265.167969 1684500000.6851
MEM 265.167969 1684500000.7853
MEM 265.167969 1684500000.8855
MEM 265.167969 1684500000.9857
MEM 265.167969 1684500001.0858
MEM 265.167969 1684500001.1860
MEM 265.167969 1684500001.2861
MEM 265.167969 1684500001.3862
MEM 265.167969 1684500001.4863
MEM 265.167969 1684500001.5864
MEM 265.167969 1684500001.6865
MEM 265.167969 1684500001.7866
MEM 265.167969 1684500001.8868
MEM 265.167969 1684500001.9869
MEM 265.167969 1684500002.0870
MEM 265.167969 1684500002.1871
MEM 265.167969 1684500002.2872
MEM 265.167969 1684500002.3874
MEM 265.167969 1684500002.4875
MEM 265.167969 1684500002.5876
MEM 265.167969 1684500002.6877
MEM 265.167969 1684500002.7878
MEM 265.167969 1684500002.8879
MEM 265.167969 1684500002.9880
MEM 265.167969 1684500003.0882
MEM 265.167969 1684500003.1883
MEM 265.167969 1684500003.2884
MEM 265.167969 1684500003.3885
MEM 265.167969 1684500003.4886
MEM 265.167969 1684500003.5887
MEM 265.167969 1684500003.6888
MEM 265.167969 1684500003.7890
MEM 265.167969 1684500003.8891
MEM 265.167969 1684500003.9892
MEM 265.167969 1684500004.0893
MEM 265.167969 1684500004.1894
MEM 265.167969 1684500004.2896
MEM 265.167969 1684500004.3897
MEM 265.167969 1684500004.4898
MEM 265.167969 1684500004.5899
MEM 265.167969 1684500004.6900
MEM 265.167969 1684500004.7901
MEM 265.167969 1684500004.8903
MEM 265.167969 1684500004.9904
MEM 265.167969 1684500005.0905
MEM 265.167969 1684500005.1906
MEM 265.167969 1684500005.2907
MEM 265.167969 1684500005.3908
MEM 265.167969 1684500005.4909
MEM 265.167969 1684500005.5910
MEM 265.167969 1684500005.6911
MEM 265.167969 1684500005.7913
MEM 265.167969 1684500005.8914
MEM 265.167969 1684500005.9915
MEM 265.167969 1684500006.0916
MEM 265.167969 1684500006.1917
MEM 265.167969 1684500006.2918
MEM 265.167969 1684500006.3919
MEM 265.167969 1684500006.4920
MEM 265.167969 1684500006.5922
MEM 265.167969 1684500006.6923
MEM 265.167969 1684500006.7924
MEM 265.167969 1684500006.8926
MEM 265.167969 1684500006.9927
MEM 265.167969 1684500007.0928
MEM 265.167969 1684500007.1929
MEM 265.167969 1684500007.2931
MEM 265.167969 1684500007.3932
MEM 265.167969 1684500007.4933
MEM 265.167969 1684500007.5934
MEM 265.167969 1684500007.6935
MEM 240.378906 1684500007.7937
