MEM 0.625000 1684509291.3892
MEM 36.585938 1684509291.4894
MEM 68.585938 1684509291.5898
MEM 125.644531 1684509291.6900
MEM 173.234375 1684509291.7902
MEM 224.773438 1684509291.8904
MEM 245.148438 1684509291.9905
MEM 245.773438 1684509292.0907
MEM 245.898438 1684509292.1909
MEM 245.898438 1684509292.2910
MEM 245.898438 1684509292.3911
MEM 245.898438 1684509292.4913
MEM 245.898438 1684509292.5914
MEM 245.898438 1684509292.6916
MEM 245.898438 1684509292.7918
MEM 245.898438 1684509292.8919
MEM 246.273438 1684509292.9921
MEM 246.523438 1684509293.0922
MEM 248.765625 1684509293.1923
MEM 248.890625 1684509293.2924
MEM 249.015625 1684509293.3926
MEM 249.140625 1684509293.4927
MEM 249.390625 1684509293.5929
MEM 249.515625 1684509293.6930
MEM 249.640625 1684509293.7932
MEM 249.765625 1684509293.8933
MEM 249.890625 1684509293.9935
MEM 250.015625 1684509294.0936
MEM 250.140625 1684509294.1937
MEM 250.265625 1684509294.2938
MEM 250.390625 1684509294.3939
MEM 250.515625 1684509294.4941
MEM 250.640625 1684509294.5942
MEM 250.765625 1684509294.6943
MEM 252.785156 1684509294.7944
MEM 252.910156 1684509294.8946
MEM 253.035156 1684509294.9947
MEM 253.160156 1684509295.0948
MEM 253.285156 1684509295.1949
MEM 253.410156 1684509295.2951
MEM 253.535156 1684509295.3952
MEM 253.660156 1684509295.4954
MEM 253.660156 1684509295.5956
MEM 253.785156 1684509295.6957
MEM 253.910156 1684509295.7959
MEM 253.910156 1684509295.8960
MEM 254.035156 1684509295.9962
MEM 254.160156 1684509296.0964
MEM 256.207031 1684509296.1965
MEM 256.207031 1684509296.2966
MEM 256.332031 1684509296.3968
MEM 256.332031 1684509296.4970
MEM 256.332031 1684509296.5971
MEM 256.457031 1684509296.6973
MEM 256.582031 1684509296.7974
MEM 256.832031 1684509296.8976
MEM 256.957031 1684509296.9978
MEM 257.082031 1684509297.0979
MEM 257.207031 1684509297.1981
MEM 257.207031 1684509297.2982
MEM 257.332031 1684509297.3983
MEM 259.437500 1684509297.4985
MEM 259.437500 1684509297.5987
MEM 259.562500 1684509297.6988
MEM 259.687500 1684509297.7990
MEM 259.687500 1684509297.8991
MEM 259.812500 1684509297.9993
MEM 259.812500 1684509298.0994
MEM 259.937500 1684509298.1995
MEM 259.937500 1684509298.2997
MEM 259.937500 1684509298.3998
MEM 260.062500 1684509298.4999
MEM 260.187500 1684509298.6001
MEM 260.187500 1684509298.7002
MEM 262.343750 1684509298.8003
MEM 262.343750 1684509298.9005
MEM 262.468750 1684509299.0007
MEM 262.468750 1684509299.1008
MEM 262.468750 1684509299.2010
MEM 262.593750 1684509299.3011
MEM 262.593750 1684509299.4013
MEM 262.593750 1684509299.5014
MEM 262.593750 1684509299.6016
MEM 262.718750 1684509299.7017
MEM 262.718750 1684509299.8018
MEM 262.718750 1684509299.9020
MEM 264.796875 1684509300.0021
MEM 264.921875 1684509300.1022
MEM 265.046875 1684509300.2024
MEM 265.171875 1684509300.3025
MEM 265.296875 1684509300.4027
MEM 265.421875 1684509300.5028
MEM 265.546875 1684509300.6030
MEM 265.671875 1684509300.7031
MEM 265.671875 1684509300.8032
MEM 265.796875 1684509300.9034
MEM 265.796875 1684509301.0035
MEM 265.921875 1684509301.1036
MEM 266.046875 1684509301.2038
MEM 266.046875 1684509301.3039
MEM 268.195312 1684509301.4041
MEM 268.195312 1684509301.5042
MEM 268.195312 1684509301.6043
MEM 268.320312 1684509301.7045
MEM 268.445312 1684509301.8046
MEM 268.445312 1684509301.9047
MEM 268.570312 1684509302.0049
MEM 268.570312 1684509302.1050
MEM 268.695312 1684509302.2051
MEM 268.695312 1684509302.3053
MEM 268.695312 1684509302.4054
MEM 268.695312 1684509302.5055
MEM 268.820312 1684509302.6056
MEM 270.855469 1684509302.7058
MEM 270.855469 1684509302.8059
MEM 270.980469 1684509302.9060
MEM 270.980469 1684509303.0061
MEM 270.980469 1684509303.1062
MEM 270.980469 1684509303.2063
MEM 271.105469 1684509303.3065
MEM 271.230469 1684509303.4067
MEM 271.230469 1684509303.5068
MEM 271.355469 1684509303.6069
MEM 271.355469 1684509303.7070
MEM 271.480469 1684509303.8072
MEM 273.519531 1684509303.9073
MEM 273.519531 1684509304.0077
MEM 273.519531 1684509304.1078
MEM 273.644531 1684509304.2080
MEM 273.644531 1684509304.3081
MEM 273.644531 1684509304.4083
MEM 273.769531 1684509304.5085
MEM 273.769531 1684509304.6087
MEM 273.769531 1684509304.7089
MEM 273.769531 1684509304.8090
MEM 273.894531 1684509304.9093
MEM 275.945312 1684509305.0094
MEM 275.945312 1684509305.1096
MEM 275.945312 1684509305.2097
MEM 275.945312 1684509305.3098
MEM 275.945312 1684509305.4099
MEM 275.945312 1684509305.5101
MEM 275.945312 1684509305.6102
MEM 276.070312 1684509305.7103
MEM 276.070312 1684509305.8105
MEM 276.070312 1684509305.9106
MEM 276.070312 1684509306.0107
MEM 278.105469 1684509306.1108
MEM 278.105469 1684509306.2110
MEM 278.355469 1684509306.3111
MEM 278.480469 1684509306.4112
MEM 278.605469 1684509306.5114
MEM 278.730469 1684509306.6115
MEM 278.855469 1684509306.7117
MEM 278.855469 1684509306.8118
MEM 278.980469 1684509306.9119
MEM 279.105469 1684509307.0121
MEM 279.105469 1684509307.1122
MEM 279.230469 1684509307.2123
MEM 279.355469 1684509307.3124
MEM 279.355469 1684509307.4126
MEM 281.500000 1684509307.5127
MEM 281.500000 1684509307.6128
MEM 281.625000 1684509307.7129
MEM 281.625000 1684509307.8130
MEM 281.625000 1684509307.9132
MEM 281.750000 1684509308.0133
MEM 281.875000 1684509308.1134
MEM 281.875000 1684509308.2135
MEM 282.000000 1684509308.3137
MEM 282.000000 1684509308.4138
MEM 282.125000 1684509308.5139
MEM 282.125000 1684509308.6141
MEM 282.125000 1684509308.7142
MEM 284.195312 1684509308.8144
MEM 284.195312 1684509308.9145
MEM 284.195312 1684509309.0147
MEM 284.320312 1684509309.1148
MEM 284.320312 1684509309.2150
MEM 284.320312 1684509309.3151
MEM 284.320312 1684509309.4152
MEM 284.445312 1684509309.5154
MEM 284.570312 1684509309.6156
MEM 284.695312 1684509309.7157
MEM 284.695312 1684509309.8158
MEM 284.695312 1684509309.9160
MEM 286.828125 1684509310.0161
MEM 286.828125 1684509310.1162
MEM 286.828125 1684509310.2163
MEM 286.953125 1684509310.3165
MEM 286.953125 1684509310.4166
MEM 286.953125 1684509310.5167
MEM 287.078125 1684509310.6169
MEM 287.078125 1684509310.7170
MEM 287.078125 1684509310.8171
MEM 287.078125 1684509310.9172
MEM 287.203125 1684509311.0174
MEM 287.203125 1684509311.1175
MEM 289.261719 1684509311.2176
MEM 289.261719 1684509311.3178
MEM 289.261719 1684509311.4179
MEM 289.261719 1684509311.5180
MEM 289.261719 1684509311.6182
MEM 289.386719 1684509311.7183
MEM 289.386719 1684509311.8184
MEM 289.386719 1684509311.9185
MEM 289.386719 1684509312.0187
MEM 289.386719 1684509312.1188
MEM 289.386719 1684509312.2189
MEM 291.460938 1684509312.3190
MEM 291.460938 1684509312.4191
MEM 291.585938 1684509312.5193
MEM 291.710938 1684509312.6194
MEM 291.710938 1684509312.7195
MEM 291.835938 1684509312.8196
MEM 291.835938 1684509312.9198
MEM 291.960938 1684509313.0199
MEM 291.960938 1684509313.1200
MEM 291.960938 1684509313.2201
MEM 292.085938 1684509313.3202
MEM 292.085938 1684509313.4203
MEM 294.148438 1684509313.5205
MEM 294.148438 1684509313.6206
MEM 294.148438 1684509313.7207
MEM 294.148438 1684509313.8209
MEM 294.148438 1684509313.9211
MEM 294.273438 1684509314.0213
MEM 294.273438 1684509314.1214
MEM 294.273438 1684509314.2215
MEM 294.273438 1684509314.3217
MEM 294.398438 1684509314.4218
MEM 294.398438 1684509314.5219
MEM 296.492188 1684509314.6220
MEM 296.492188 1684509314.7222
MEM 296.492188 1684509314.8223
MEM 296.492188 1684509314.9225
MEM 296.492188 1684509315.0226
MEM 296.492188 1684509315.1227
MEM 296.492188 1684509315.2228
MEM 296.492188 1684509315.3229
MEM 296.617188 1684509315.4230
MEM 296.617188 1684509315.5232
MEM 296.617188 1684509315.6233
MEM 298.730469 1684509315.7234
MEM 298.730469 1684509315.8235
MEM 298.730469 1684509315.9236
MEM 298.730469 1684509316.0237
